"customerid","personid","salesorderid","totaldue"
29499,323,49507,"30370.4587"
29499,323,48321,"36248.9309"
29499,323,47380,"49566.5647"
29500,325,67348,"30759.4471"
29500,325,61217,"28099.2908"
29500,325,55331,"35280.6101"
29500,325,51137,"52291.5165"
29500,325,48793,"236.3547"
29500,325,47727,"236.3547"
29500,325,46636,"203.4557"
29501,327,71778,"1260.3039"
29501,327,65153,"2735.1353"
29501,327,58903,"4077.4302"
29501,327,53537,"1872.2906"
29502,329,67269,"423.7857"
29502,329,61185,"519.8674"
29502,329,55289,"178.9467"
29502,329,51093,"169.2827"
29503,331,69490,"1191.5525"
29503,331,63197,"382.2621"
29503,331,57071,"672.4343"
29503,331,51754,"519.8674"
29503,331,50229,"2819.5151"
29503,331,48022,"4557.173"
29503,331,46998,"1399.4512"
29504,333,46345,"21961.7533"
29504,333,45540,"48142.8235"
29504,333,44761,"92470.0936"
29504,333,44098,"18431.4595"
29506,337,69517,"3284.9879"
29506,337,63288,"10342.9152"
29506,337,57172,"6809.2754"
29506,337,51829,"11230.1556"
29507,339,50306,"36308.0778"
29507,339,49149,"26555.8052"
29507,339,48063,"40986.0702"
29507,339,47042,"53375.5838"
29507,339,46090,"105780.1033"
29507,339,45329,"69598.4079"
29507,339,44552,"110276.574"
29507,339,43902,"59486.4175"
29508,341,71793,"1650.7273"
29508,341,65219,"1650.7273"
29508,341,58986,"403.1163"
29508,341,53466,"1334.9448"
29508,341,50670,"589.1239"
29508,341,48309,"551.2941"
29508,341,47363,"241.9796"
29508,341,46335,"403.1163"
29508,341,45528,"2417.4793"
29508,341,44748,"985.018"
29509,343,69481,"3140.3786"
29509,343,63135,"1872.1746"
29509,343,57101,"2897.0544"
29509,343,51784,"8361.8616"
29509,343,50259,"52909.4126"
29509,343,49123,"49683.8852"
29509,343,47975,"55601.1616"
29509,343,46948,"55440.052"
29509,343,46036,"34356.815"
29509,343,45277,"33256.1571"
29509,343,44494,"32153.46"
29509,343,43851,"7638.8584"
29510,345,46062,"44214.6412"
29510,345,45305,"25793.0294"
29510,345,44525,"46666.5213"
29510,345,43879,"24459.114"
29511,347,69559,"259.0285"
29511,347,63215,"813.382"
29511,347,57124,"3134.7704"
29511,347,51813,"967.0164"
29511,347,50319,"881.8229"
29511,347,49131,"159.9542"
29511,347,47063,"2768.7414"
29511,347,46107,"51494.4587"
29511,347,45343,"23634.3103"
29511,347,44569,"34509.5571"
29511,347,43916,"44423.5959"
29512,349,71926,"1504.595"
29512,349,65275,"1504.595"
29512,349,59045,"4042.108"
29512,349,53594,"1214.601"
29513,351,50231,"51539.5098"
29513,351,49090,"45526.9132"
29513,351,48018,"50220.181"
29513,351,46996,"71753.9051"
29514,353,71883,"680.3498"
29514,353,65259,"1322.2843"
29514,353,59070,"2390.2882"
29514,353,53618,"3931.9148"
29515,355,57084,"364.8172"
29515,355,50248,"1006.6991"
29515,355,49072,"11869.8138"
29515,355,47014,"385.148"
29515,355,46072,"73399.9209"
29515,355,45315,"57525.3938"
29515,355,44534,"96937.2022"
29515,355,43890,"84686.9878"
29516,357,69516,"225.9588"
29516,357,63256,"1501.1024"
29516,357,57171,"1360.6996"
29516,357,51840,"663.3046"
29517,359,69480,"6865.5551"
29517,359,63193,"456.4723"
29517,359,57040,"2513.84"
29517,359,51719,"8249.006"
29518,361,71927,"42.0784"
29518,361,46373,"1829.2478"
29518,361,45563,"4827.109"
29518,361,44786,"2645.4188"
29518,361,44122,"4577.1764"
29519,363,69405,"6750.572"
29519,363,63144,"3818.3914"
29519,363,57027,"8151.9679"
29519,363,51705,"5863.4434"
29520,365,67331,"5796.8276"
29520,365,61257,"10843.6024"
29520,365,55313,"4328.9619"
29520,365,51158,"2827.1741"
29520,365,49878,"5143.1463"
29520,365,48777,"4231.9044"
29520,365,47703,"6959.2988"
29520,365,46654,"7930.557"
29521,367,69552,"5700.1871"
29521,367,63289,"7799.247"
29521,367,57176,"2517.7241"
29521,367,51821,"5089.9487"
29521,367,50316,"7550.2288"
29521,367,49163,"8706.881"
29521,367,48083,"7806.9381"
29521,367,47057,"18278.1137"
29521,367,46102,"11573.0102"
29521,367,45342,"70980.074"
29521,367,44567,"52872.0292"
29521,367,43914,"9179.7465"
29522,369,69532,"60965.9531"
29522,369,63283,"43415.6673"
29522,369,57144,"35259.1507"
29522,369,51845,"52243.3825"
29522,369,50294,"33679.3075"
29522,369,49132,"35048.272"
29522,369,48049,"46172.7196"
29522,369,47028,"45019.5403"
29522,369,46082,"52378.7571"
29522,369,45321,"68896.7026"
29522,369,44544,"23626.2532"
29522,369,43897,"57683.2312"
29523,371,69528,"38762.014"
29523,371,63252,"51813.49"
29523,371,57137,"38214.3544"
29523,371,51809,"49526.7416"
29523,371,50310,"78560.8142"
29523,371,49151,"70602.2388"
29523,371,48069,"74829.8502"
29523,371,47045,"81115.0688"
29523,371,46094,"84134.3764"
29523,371,45334,"57577.7682"
29523,371,44556,"34445.2611"
29523,371,43906,"37121.6273"
29524,373,69414,"37077.8601"
29524,373,63152,"36193.2559"
29524,373,57041,"71945.7548"
29524,373,51716,"59511.218"
29525,375,46364,"36667.3332"
29525,375,45555,"74018.1914"
29525,375,44777,"112067.3649"
29525,375,44115,"75293.7194"
29526,377,69504,"15559.8489"
29526,377,63230,"11305.5715"
29526,377,57133,"20427.8298"
29526,377,51835,"16144.8272"
29527,379,71878,"7263.4634"
29527,379,65197,"1610.6777"
29527,379,58955,"6442.7107"
29527,379,53507,"5049.254"
29528,381,71798,"33969.1642"
29528,381,65178,"44239.8969"
29528,381,58921,"38778.5575"
29528,381,53471,"43376.5609"
29528,381,50714,"528.988"
29528,381,49455,"528.988"
29528,381,48305,"675.8956"
29528,381,47364,"207.7582"
29529,383,71876,"6813.7989"
29529,383,65222,"501.5317"
29529,383,59001,"1151.2737"
29529,383,53498,"2160.1078"
29530,385,50680,"2083.3668"
29530,385,49508,"1550.1489"
29530,385,48331,"3901.2135"
29530,385,47389,"4921.0705"
29531,387,71935,"6230.47"
29531,387,65256,"5445.4632"
29531,387,59061,"8311.7639"
29531,387,53578,"11308.6436"
29531,387,50754,"9297.938"
29531,387,49497,"11637.7369"
29531,387,48385,"7934.8207"
29531,387,47444,"10161.6492"
29531,387,46382,"15396.7194"
29531,387,45572,"12050.1477"
29531,387,44796,"15396.7194"
29533,391,67332,"9393.3747"
29533,391,61234,"11402.2925"
29533,391,55302,"12983.2344"
29533,391,51149,"7618.9789"
29533,391,49885,"4793.4384"
29533,391,48785,"4760.8924"
29533,391,47714,"4346.169"
29533,391,46664,"17855.2985"
29533,391,45812,"7721.8353"
29533,391,45071,"6733.5399"
29533,391,44316,"4262.3494"
29533,391,43690,"1460.6061"
29534,393,71802,"35527.8475"
29534,393,65220,"31172.4871"
29534,393,58924,"30026.6667"
29534,393,53474,"30575.932"
29535,397,71924,"3313.7172"
29535,397,65291,"3134.7704"
29535,397,58964,"246.7438"
29535,397,53517,"178.9467"
29535,397,50695,"472.7093"
29535,397,49463,"2857.9658"
29535,397,48346,"2768.7414"
29535,397,47407,"2838.9905"
29536,405,50711,"540.3619"
29536,405,49447,"120.2717"
29536,405,48288,"432.2982"
29537,407,71875,"906.3085"
29537,407,58947,"2041.0494"
29537,407,53557,"451.9174"
29538,409,69410,"21441.0704"
29538,409,63145,"13575.9101"
29538,409,57032,"20540.7553"
29538,409,51710,"20709.2044"
29539,411,69396,"6956.5023"
29539,411,63127,"8870.2036"
29539,411,57016,"5549.4792"
29539,411,51698,"6551.0071"
29539,411,50192,"5871.3955"
29539,411,49045,"7934.8207"
29539,411,47966,"5559.7175"
29539,411,46936,"7702.3868"
29539,411,46029,"3396.0221"
29539,411,45272,"4250.7965"
29539,411,44490,"3816.3832"
29539,411,43847,"1022.9155"
29540,413,69419,"4234.337"
29540,413,63151,"5306.2772"
29540,413,57039,"2999.7136"
29540,413,51718,"5282.286"
29540,413,50212,"7505.7333"
29540,413,49096,"7175.7218"
29540,413,47993,"10283.5803"
29540,413,46971,"17223.2967"
29541,417,49075,"236.3547"
29541,417,48040,"1697.5192"
29541,417,47017,"203.4557"
29541,417,45316,"2280.1432"
29541,417,44537,"64.242"
29542,419,69388,"1382.9657"
29542,419,63168,"976.6267"
29542,419,57078,"178.9467"
29542,419,51690,"3566.0297"
29543,421,69544,"40051.3228"
29543,421,63279,"30503.4453"
29543,421,57141,"48548.4345"
29543,421,51860,"80031.2047"
29543,421,50290,"42053.3346"
29543,421,49115,"22576.8364"
29543,421,48050,"37910.4265"
29543,421,47025,"19339.9236"
29544,427,69538,"5483.8503"
29544,427,63178,"5259.5063"
29544,427,57155,"7433.5936"
29544,427,51843,"10961.1443"
29544,427,50250,"3364.077"
29544,427,49073,"2971.836"
29544,427,48038,"9247.1139"
29544,427,47015,"21997.791"
29546,431,71938,"83485.5786"
29546,431,65271,"62804.8831"
29546,431,59063,"65070.2422"
29546,431,53562,"91734.9579"
29546,431,50722,"56147.0558"
29546,431,49510,"53013.6422"
29546,431,48386,"57874.7924"
29546,431,47447,"63986.4097"
29547,435,63292,"1650.7273"
29547,435,57189,"1650.7273"
29547,435,51872,"403.1163"
29548,437,46031,"2449.6002"
29548,437,45268,"944.6214"
29548,437,44486,"680.0689"
29548,437,43846,"1038.5162"
29549,439,49869,"43499.6005"
29549,439,48760,"24433.1982"
29549,439,47726,"32162.6078"
29549,439,46673,"31545.9805"
29549,439,45815,"36281.4387"
29549,439,45076,"9192.2504"
29549,439,44319,"38566.9973"
29549,439,43694,"23242.1865"
29550,441,71833,"59770.9041"
29550,441,65234,"59404.9998"
29550,441,58961,"62704.3022"
29550,441,53514,"62973.8414"
29551,443,71947,"38351.3282"
29551,443,65245,"31627.1532"
29551,443,59075,"40002.3971"
29551,443,53567,"33038.7512"
29552,445,71826,"33518.1337"
29552,445,65228,"32586.9438"
29552,445,58951,"36905.2095"
29552,445,53505,"45788.5612"
29553,449,71903,"4048.1156"
29553,449,65277,"10354.5547"
29553,449,59041,"7637.6847"
29553,449,53599,"1878.8359"
29554,451,51709,"192.9339"
29554,451,50201,"2115.9522"
29554,451,49128,"2115.9522"
29554,451,47987,"1797.0194"
29554,451,46956,"4879.0386"
29554,451,46040,"472.3108"
29554,451,45281,"1929.6395"
29554,451,44503,"3410.0741"
29555,453,57102,"364.8172"
29555,453,46934,"528.988"
29555,453,46027,"3891.4"
29555,453,45271,"6733.5399"
29555,453,44491,"3859.279"
29556,455,69491,"5695.2197"
29556,455,63164,"3252.1831"
29556,455,57059,"3221.3554"
29556,455,51804,"978.8194"
29557,463,71808,"36122.4266"
29557,463,65189,"36853.4516"
29557,463,58932,"80984.3252"
29557,463,53483,"69028.0591"
29558,465,51756,"35.6741"
29558,465,50233,"4356.2067"
29558,465,49120,"76.1604"
29558,465,48025,"1536.6916"
29558,465,47000,"6639.3545"
29558,465,46065,"13697.7494"
29558,465,45310,"16011.6727"
29558,465,44527,"6899.6033"
29558,465,43882,"2280.1432"
29559,471,71836,"74039.529"
29559,471,65200,"53045.5538"
29559,471,58963,"87305.928"
29559,471,53518,"99023.6736"
29559,471,50693,"36241.7955"
29559,471,49464,"38544.2101"
29559,471,48347,"49894.8739"
29559,471,47403,"61719.7486"
29560,473,69527,"31222.4265"
29560,473,63263,"24250.4352"
29560,473,57157,"34599.2485"
29560,473,51842,"50281.5162"
29560,473,50298,"46905.3158"
29560,473,49139,"25710.0007"
29560,473,48056,"67121.2511"
29560,473,47034,"76433.8823"
29561,475,69451,"56792.4206"
29561,475,63293,"27965.3789"
29561,475,57074,"42161.1515"
29561,475,51760,"48415.4346"
29562,477,50753,"58747.4862"
29562,477,49541,"41265.4765"
29562,477,48384,"76390.0216"
29562,477,47441,"126830.9608"
29562,477,46380,"53295.3497"
29562,477,45571,"88863.9705"
29562,477,44795,"117373.1283"
29562,477,44127,"102525.9874"
29563,479,71839,"64129.7735"
29563,479,65207,"41574.4188"
29563,479,58971,"42012.6079"
29563,479,53524,"61089.359"
29564,481,69433,"68667.3663"
29564,481,63204,"50306.0005"
29564,481,57054,"105120.5963"
29564,481,51735,"96800.2419"
29565,483,61178,"3028.0122"
29565,483,55285,"448.9741"
29565,483,49824,"50.1121"
29565,483,47661,"528.988"
29565,483,46606,"64.242"
29565,483,45040,"472.3108"
29565,483,44281,"472.3108"
29565,483,43663,"472.3108"
29566,487,45787,"11514.87"
29566,487,45048,"6899.6033"
29566,487,44289,"4596.2216"
29566,487,43670,"6893.2549"
29567,489,69398,"974.1472"
29567,489,63139,"447.8219"
29567,489,57021,"247.1923"
29567,489,51702,"1694.7925"
29568,491,71899,"2109.8524"
29568,491,65279,"1777.082"
29568,491,59017,"2371.4804"
29568,491,53589,"1240.2376"
29568,491,50744,"2260.983"
29568,491,49528,"900.4358"
29568,491,48369,"4992.7544"
29568,491,47431,"323.7274"
29569,493,69495,"2713.1986"
29569,493,63162,"331.1446"
29569,493,57113,"5038.6715"
29569,493,51807,"4144.7183"
29569,493,50274,"2467.5907"
29569,493,49130,"1594.7611"
29569,493,48013,"2257.2249"
29569,493,46989,"2645.8025"
29569,493,44519,"2417.4793"
29569,493,43874,"472.3108"
29570,495,67318,"6606.6215"
29570,495,61247,"3671.4629"
29570,495,55310,"10891.8329"
29570,495,51144,"7877.7925"
29570,495,49887,"3941.2621"
29570,495,48787,"4760.8924"
29570,495,47715,"4255.4027"
29570,495,46663,"9687.5932"
29570,495,45811,"3891.4"
29570,495,45072,"2361.5536"
29570,495,44315,"2923.7113"
29570,495,43691,"985.018"
29571,497,69420,"1737.5785"
29571,497,63158,"3428.3862"
29571,497,57109,"6348.301"
29571,497,51723,"3928.636"
29571,497,50215,"4269.7398"
29571,497,49112,"5689.8038"
29571,497,47998,"12839.3803"
29571,497,46973,"7012.7107"
29571,497,46052,"27677.4245"
29571,497,45295,"18350.9895"
29571,497,44511,"11440.2727"
29571,497,43866,"4589.8732"
29572,501,71942,"3896.5718"
29572,501,65249,"9983.2209"
29572,501,59073,"2803.9107"
29572,501,53568,"2944.7738"
29573,503,50692,"4183.273"
29573,503,48344,"1399.4512"
29573,503,47408,"1421.7572"
29574,505,71901,"2394.2145"
29574,505,65300,"1522.7164"
29574,505,59036,"1932.4494"
29574,505,53602,"799.1191"
29574,505,50739,"2765.4115"
29574,505,49526,"2644.9402"
29574,505,48364,"3849.9257"
29574,505,47423,"4803.6406"
29575,507,57048,"27.4401"
29575,507,51732,"403.1163"
29576,509,71804,"1767.2333"
29576,509,65185,"1380.132"
29576,509,58929,"3275.2751"
29576,509,53482,"1657.4485"
29576,509,50674,"364.8386"
29576,509,49519,"104.748"
29576,509,48320,"182.9217"
29576,509,47379,"60.1358"
29577,511,71827,"7950.3239"
29577,511,65251,"3288.2421"
29577,511,58953,"9200.8296"
29577,511,53509,"4118.0206"
29577,511,50685,"7461.9423"
29577,511,49511,"2644.9402"
29577,511,48338,"4322.1759"
29577,511,47397,"8940.8422"
29577,511,46351,"4407.3846"
29577,511,45545,"10095.6406"
29577,511,44765,"6553.8361"
29577,511,44103,"4294.4704"
29579,515,71779,"39933.1824"
29579,515,65155,"36923.8462"
29579,515,58906,"48913.0523"
29579,515,53454,"45317.06"
29579,515,50661,"33230.9334"
29579,515,49492,"36653.6393"
29579,515,48292,"39877.3389"
29579,515,47352,"39395.2381"
29580,517,67266,"79545.0404"
29580,517,61182,"59329.3078"
29580,517,55241,"68175.7662"
29580,517,51089,"83546.8676"
29580,517,49826,"83298.3584"
29580,517,48757,"71911.0781"
29580,517,47666,"84508.0939"
29580,517,46611,"87984.5334"
29580,517,45782,"45843.6116"
29580,517,45043,"36680.7029"
29580,517,44284,"98932.197"
29580,517,43665,"16158.6961"
29581,519,65302,"72.9167"
29581,519,50741,"574.2275"
29581,519,49530,"1840.333"
29581,519,48368,"207.7582"
29581,519,47430,"528.988"
29581,519,46368,"26937.2303"
29581,519,45561,"28674.1873"
29581,519,44782,"32915.1222"
29581,519,44117,"14537.294"
29582,521,46053,"59545.6292"
29582,521,45296,"27306.447"
29582,521,44513,"49012.5587"
29582,521,43867,"36806.4892"
29583,523,69463,"364.8172"
29583,523,57165,"178.9467"
29583,523,49077,"729.6412"
29583,523,46078,"1730.7949"
29583,523,44536,"816.1709"
29584,525,71895,"247.1636"
29584,525,65299,"2505.2076"
29584,525,59034,"459.3762"
29584,525,53601,"620.334"
29584,525,49522,"1806.6519"
29584,525,48362,"311.0507"
29584,525,47420,"555.0431"
29586,531,69445,"7226.9529"
29586,531,69309,"7781.2934"
29586,531,63211,"3908.8857"
29586,531,63166,"4983.5748"
29586,531,57069,"7500.7972"
29586,531,57066,"4189.5184"
29586,531,51753,"5241.7147"
29586,531,51750,"9285.1533"
29587,533,67343,"41445.5381"
29587,533,61238,"25431.4172"
29587,533,55323,"43348.3273"
29587,533,51143,"66876.6357"
29587,533,49891,"48031.1479"
29587,533,48771,"34509.9764"
29587,533,47721,"59362.3164"
29587,533,46669,"80667.4989"
29588,535,69500,"1554.9229"
29588,535,63268,"4052.2132"
29588,535,57135,"6361.8158"
29588,535,51865,"579.4381"
29588,535,50305,"729.6412"
29588,535,49150,"2114.012"
29588,535,48064,"100.4487"
29588,535,47043,"236.3547"
29588,535,46092,"816.1709"
29588,535,44554,"816.1709"
29589,537,67324,"64488.2624"
29589,537,61263,"33341.3622"
29589,537,55309,"53747.629"
29589,537,51169,"72006.6112"
29590,539,69547,"42.0784"
29590,539,63286,"381.7072"
29590,539,57129,"907.7645"
29590,539,51862,"4651.4858"
29590,539,50285,"319.9083"
29590,539,49135,"831.4763"
29590,539,47030,"2875.0627"
29591,541,67267,"6369.2493"
29591,541,61221,"5001.7686"
29591,541,55242,"4048.1683"
29591,541,51091,"5447.8207"
29592,543,71852,"8916.6645"
29592,543,65152,"13183.2788"
29592,543,58976,"11669.4618"
29592,543,53534,"13966.0168"
29592,543,50706,"11159.7159"
29592,543,49446,"15340.6533"
29592,543,48290,"10516.9668"
29592,543,47351,"12459.1132"
29592,543,46324,"4853.3508"
29592,543,45517,"10608.3479"
29592,543,44740,"7477.8508"
29592,543,44074,"950.3979"
29593,545,69468,"1753.977"
29593,545,63183,"6229.2392"
29593,545,57148,"5998.4787"
29593,545,51777,"8178.9157"
29593,545,50256,"96.363"
29593,545,49080,"385.7148"
29593,545,48045,"1302.7588"
29593,545,47020,"982.3123"
29594,547,49888,"108780.5231"
29594,547,48788,"96740.1248"
29594,547,47718,"97401.3048"
29594,547,46666,"99952.438"
29595,549,67342,"34505.3217"
29595,549,61235,"35865.4706"
29595,549,55300,"30958.0355"
29595,549,51150,"30155.4718"
29596,551,45794,"12715.9625"
29596,551,45054,"14924.4086"
29596,551,44295,"10668.6138"
29596,551,43674,"2955.0542"
29597,553,69403,"2431.4304"
29597,553,63185,"1610.6777"
29597,553,57107,"4832.0331"
29597,553,51701,"2634.9345"
29598,555,69411,"4261.0504"
29598,555,63192,"1303.1901"
29598,555,57035,"3299.8237"
29598,555,51795,"8578.8082"
29598,555,50266,"6210.2198"
29598,555,49111,"4760.8924"
29598,555,47989,"8418.7379"
29598,555,46965,"9558.3823"
29599,557,67265,"1560.4028"
29599,557,61183,"36.0788"
29599,557,55284,"3835.5821"
29599,557,49858,"528.988"
29599,557,47665,"44.6121"
29599,557,46612,"1836.0776"
29600,559,50690,"2768.7414"
29600,559,48342,"9796.1579"
29600,559,47459,"7233.6102"
29601,561,69460,"20340.8201"
29601,561,63176,"7228.3577"
29601,561,57082,"27009.5818"
29601,561,51769,"62756.8287"
29601,561,50242,"41102.9221"
29601,561,49066,"25399.9522"
29601,561,48033,"53583.1341"
29601,561,47008,"65561.5225"
29602,563,67264,"1956.5124"
29602,563,61180,"3932.5328"
29602,563,55240,"1003.0633"
29602,563,51087,"2721.2728"
29603,565,71807,"556.4186"
29603,565,65187,"501.5317"
29603,565,58990,"1610.6777"
29603,565,53481,"273.5594"
29604,567,67281,"35.6741"
29604,567,61205,"420.9373"
29604,567,55255,"762.8899"
29604,567,51107,"211.3611"
29604,567,49835,"237.8435"
29604,567,48752,"729.6412"
29604,567,47682,"297.9141"
29604,567,46628,"729.6412"
29605,569,67274,"25031.6535"
29605,569,61211,"26359.9434"
29605,569,55251,"47117.8411"
29605,569,51102,"34251.9476"
29605,569,49832,"40783.0899"
29605,569,48767,"30056.77"
29605,569,47676,"33206.0223"
29605,569,46624,"42418.7278"
29606,573,67334,"54.8869"
29606,573,61260,"729.6344"
29606,573,55318,"784.5215"
29606,573,51163,"364.8172"
29606,573,49883,"100.2242"
29606,573,48782,"528.988"
29606,573,45808,"4803.9004"
29606,573,45068,"2401.9502"
29606,573,44312,"2361.5536"
29606,573,43686,"3899.6756"
29608,579,69540,"49758.7821"
29608,579,63177,"50565.4204"
29608,579,57154,"45550.4042"
29608,579,51850,"75829.6463"
29609,581,69511,"54747.0981"
29609,581,63233,"32231.931"
29609,581,57132,"45531.3879"
29609,581,51837,"77823.9958"
29610,583,49874,"574.2275"
29610,583,48781,"455.6047"
29610,583,47710,"207.7582"
29610,583,45807,"3980.3915"
29610,583,45067,"3484.078"
29610,583,44311,"8279.3334"
29610,583,43687,"1416.9322"
29611,585,46025,"2978.8996"
29611,585,45267,"3899.6756"
29611,585,44483,"3398.5212"
29612,587,71885,"582.4546"
29612,587,59055,"393.6108"
29612,587,53574,"1419.2461"
29613,589,49834,"4875.3573"
29613,589,48774,"4330.8199"
29613,589,47678,"7781.6282"
29613,589,46627,"14739.9662"
29614,591,67270,"66148.9905"
29614,591,61186,"36884.9181"
29614,591,55245,"76499.1179"
29614,591,51096,"91656.9541"
29614,591,49828,"99507.5528"
29614,591,48750,"60871.0875"
29614,591,47670,"87276.416"
29614,591,46616,"170512.6689"
29614,591,45786,"77594.6803"
29614,591,45047,"44560.403"
29614,591,44288,"49346.3436"
29614,591,43668,"40487.7233"
29615,595,69558,"86486.978"
29615,595,63241,"61861.1126"
29615,595,57180,"79362.9543"
29615,595,51823,"112685.2793"
29616,597,69545,"71861.7017"
29616,597,63285,"53409.9914"
29616,597,57168,"60662.2613"
29616,597,51855,"81750.2576"
29616,597,50289,"118581.3375"
29616,597,49127,"83549.5837"
29616,597,48048,"107136.3425"
29616,597,47027,"118290.7501"
29617,599,69508,"119641.1984"
29617,599,63224,"91987.8901"
29617,599,57136,"97248.3525"
29617,599,51830,"126852.1615"
29617,599,50314,"51438.0899"
29617,599,49161,"56596.0322"
29617,599,48079,"48930.5642"
29617,599,47054,"47820.1104"
29617,599,46100,"53660.6032"
29617,599,45338,"64342.9523"
29617,599,44563,"53733.7469"
29617,599,43911,"22224.2255"
29618,601,69461,"35965.7889"
29618,601,63173,"30135.1644"
29618,601,57083,"32499.5684"
29618,601,51771,"38657.3548"
29618,601,50244,"48618.2545"
29618,601,49065,"48123.1984"
29618,601,48035,"58881.9766"
29618,601,47009,"55759.6405"
29619,603,69534,"366.3005"
29619,603,63184,"120.9132"
29619,603,57140,"648.8136"
29619,603,51778,"3414.0393"
29619,603,50258,"190.149"
29619,603,48046,"362.9685"
29619,603,47021,"1621.5349"
29620,607,69391,"4791.7982"
29620,607,63121,"187.0833"
29620,607,57013,"6622.9183"
29620,607,51694,"2318.4461"
29620,607,50262,"203.0945"
29620,607,49041,"228.4813"
29620,607,47963,"5664.417"
29620,607,46932,"4125.8427"
29620,607,46024,"16079.3497"
29620,607,45269,"2280.1432"
29620,607,44484,"9215.6816"
29620,607,43844,"22801.4324"
29622,611,71785,"33281.1855"
29622,611,65159,"15286.2238"
29622,611,58910,"40948.2201"
29622,611,53457,"53043.4629"
29622,611,49449,"50.7737"
29622,611,48294,"2798.9022"
29622,611,46327,"16156.2599"
29622,611,45521,"21659.9223"
29622,611,44743,"47591.4489"
29622,611,44078,"31591.9471"
29623,613,61268,"677.8762"
29623,613,55298,"2194.914"
29623,613,51139,"9146.6442"
29624,615,46056,"106261.913"
29624,615,45300,"101020.1731"
29624,615,44518,"142312.2199"
29624,615,43875,"137343.2877"
29625,617,71830,"46817.7044"
29625,617,65238,"26077.8395"
29625,617,58958,"63769.765"
29625,617,53513,"55084.8357"
29626,619,69452,"3761.0555"
29626,619,63234,"596.823"
29626,619,57072,"2977.6751"
29626,619,51758,"1470.4124"
29626,619,50234,"578.8425"
29626,619,49170,"4600.3062"
29626,619,48092,"265.7329"
29627,621,69401,"20489.6678"
29627,621,63141,"4737.2239"
29627,621,57023,"38837.7761"
29627,621,51703,"56754.558"
29627,621,50203,"44568.1608"
29627,621,49100,"19239.625"
29627,621,47980,"25391.0378"
29627,621,46953,"71396.7886"
29628,623,71933,"32258.3107"
29628,623,65273,"14686.8554"
29628,623,59018,"45190.4579"
29628,623,53566,"71729.8592"
29629,625,71847,"101382.7138"
29629,625,65163,"66718.7431"
29629,625,58980,"110007.8727"
29629,625,53535,"111328.3281"
29630,627,69428,"1039.7348"
29630,627,63208,"1567.3852"
29630,627,51801,"81.507"
29630,627,49056,"729.6412"
29630,627,48007,"729.6412"
29630,627,46982,"74.0972"
29631,629,67311,"10667.1295"
29631,629,61212,"9087.2794"
29631,629,55247,"5364.3923"
29631,629,51099,"5276.6421"
29632,631,46323,"2910.0374"
29632,631,45518,"13714.6394"
29632,631,44741,"4594.0664"
29632,631,44075,"29779.1373"
29633,633,69493,"5973.6456"
29633,633,63163,"4663.2195"
29633,633,57060,"3545.2103"
29633,633,51741,"3340.8244"
29633,633,49057,"2644.9402"
29633,633,48011,"8463.8087"
29633,633,46986,"7447.5551"
29634,635,67329,"8752.0024"
29634,635,61254,"9056.4518"
29634,635,55293,"10368.8396"
29634,635,51161,"6427.7062"
29635,637,71887,"4128.4977"
29635,637,65314,"1690.8077"
29635,637,59057,"2570.2526"
29635,637,53611,"2135.2196"
29635,637,50751,"1678.9703"
29635,637,49542,"2844.9019"
29635,637,48379,"2006.6488"
29635,637,47440,"9685.7144"
29636,639,49852,"7558.4032"
29636,639,48749,"3702.9163"
29636,639,47699,"6953.1299"
29636,639,46650,"4320.5075"
29637,641,71889,"29946.7447"
29637,641,65310,"14687.3203"
29637,641,59011,"37938.4071"
29637,641,53616,"77667.4442"
29637,641,50748,"44180.0411"
29637,641,49538,"26312.6236"
29637,641,48378,"48096.1827"
29637,641,47439,"66759.2041"
29637,641,46377,"11092.3826"
29637,641,45568,"17171.8077"
29637,641,44791,"16323.4531"
29637,641,44124,"17387.3963"
29638,643,71915,"1957.2993"
29638,643,65287,"511.9482"
29638,643,59030,"499.1464"
29638,643,53596,"54.8869"
29639,647,71792,"57368.8253"
29639,647,65173,"73885.9783"
29639,647,58914,"78716.423"
29639,647,53464,"72279.0263"
29639,647,50694,"107452.3406"
29639,647,49485,"97224.9592"
29639,647,48307,"98739.7144"
29639,647,47366,"108757.3001"
29639,647,46333,"56472.8163"
29639,647,45527,"61320.0951"
29639,647,44749,"51628.2811"
29639,647,44085,"23244.6509"
29640,649,69519,"757.003"
29640,649,63259,"364.8172"
29640,649,57089,"757.003"
29640,649,51854,"30.1848"
29640,649,50291,"685.602"
29640,649,47023,"1473.8636"
29641,651,67305,"130907.0496"
29641,651,61184,"106406.1069"
29641,651,55282,"182018.6272"
29641,651,51131,"187487.825"
29642,653,71951,"1690.8077"
29642,653,65272,"41.9632"
29642,653,59069,"364.8172"
29642,653,53622,"35.6741"
29642,653,49516,"1483.9807"
29642,653,46383,"18695.1005"
29642,653,45574,"31629.2609"
29642,653,44799,"45857.3386"
29642,653,44130,"39881.9747"
29643,655,69475,"64195.7045"
29643,655,63133,"36926.2702"
29643,655,57099,"60715.3108"
29643,655,51789,"68951.9035"
29644,657,71867,"970.1276"
29644,657,65214,"3.0365"
29644,657,58941,"637.6578"
29644,657,53495,"4615.1346"
29644,657,50679,"436.2922"
29644,657,48329,"1204.8836"
29644,657,47388,"228.534"
