"customerid","totalamount"
14157,"7348.9131"
27116,"4933.2500"
29807,"77862.1397"
11776,"6717.5603"
22975,"3953.9884"
14931,"7713.8421"
21558,"5435.8266"
29721,"45348.5877"
11289,"6525.5555"
29714,"432800.3352"
21979,"4349.8795"
22233,"6627.0497"
22961,"4300.1545"
20034,"6375.8059"
28661,"3953.9884"
14181,"9200.5727"
15767,"4838.8926"
12804,"6572.7942"
16045,"4201.6217"
29927,"5020.0276"
26490,"4937.3149"
12283,"6169.1137"
20990,"4636.8232"
25982,"6430.0503"
26201,"4970.7979"
17249,"4891.5478"
24502,"4003.7687"
23433,"4290.2206"
11428,"10999.4574"
29653,"61333.7327"
29595,"131484.2996"
18740,"6692.5541"
26703,"4937.3149"
11297,"6572.8053"
30055,"309440.2794"
11077,"9026.7782"
21994,"5149.1923"
27427,"4961.9800"
28829,"3953.9884"
11810,"6600.4303"
23660,"4328.8845"
21999,"5438.4675"
22196,"5119.3131"
15931,"5925.3305"
20625,"6662.6749"
18297,"6762.1470"
11056,"9069.2876"
17312,"4941.2728"
16688,"6719.6156"
12560,"6228.7726"
16520,"5224.1528"
29781,"33259.9208"
29954,"202494.9170"
20814,"4625.7842"
15648,"4207.1766"
29916,"270690.6142"
20823,"4659.5088"
29640,"4068.4736"
28673,"4840.0106"
28030,"6598.3197"
15632,"5795.7914"
18722,"5893.2413"
14316,"4196.0920"
19058,"4999.5532"
21202,"5119.3131"
29708,"69381.6517"
20822,"4568.6557"
14032,"7579.6698"
28869,"4812.9491"
17255,"4908.6753"
15889,"5357.0732"
20816,"4672.7357"
23120,"4579.4958"
29399,"4349.7994"
21257,"4579.4958"
29816,"28309.9672"
12181,"6584.4078"
23663,"4290.2206"
12913,"6544.3957"
13845,"6538.5503"
20214,"5861.1963"
12178,"6556.2413"
16298,"7735.9642"
28130,"3953.9884"
20247,"6692.5541"
16466,"5110.5284"
17651,"4619.1514"
15765,"4827.8426"
14792,"6534.1303"
12886,"6591.5682"
12026,"6604.2978"
17736,"5240.7278"
23118,"4324.7739"
13408,"7505.2907"
13174,"5037.1674"
28152,"6657.9787"
28870,"4789.7331"
12104,"6528.6163"
11914,"9023.3859"
20987,"4566.1253"
12398,"7181.0857"
16390,"5146.5514"
19438,"4793.3776"
16661,"6528.6163"
11030,"7150.8087"
23267,"5372.6095"
16560,"5120.4623"
19874,"5021.6173"
17942,"4305.6685"
12747,"4844.3955"
17511,"4586.3357"
11739,"5257.6232"
16701,"4891.5478"
17918,"5230.7938"
12987,"7469.2140"
25973,"6401.3203"
29963,"251643.9575"
29897,"43717.8009"
17256,"4820.8278"
15063,"4567.2303"
16823,"8002.7968"
15048,"7393.0910"
13643,"7513.3919"
12076,"6489.9524"
30073,"119292.9236"
27273,"4961.9800"
13529,"5099.4199"
30065,"325324.0540"
16534,"5326.6553"
11983,"6489.9524"
12561,"6506.5053"
29614,"901346.8560"
17648,"4555.6249"
16527,"5251.7888"
14020,"7549.0944"
18698,"5872.2463"
23859,"4589.3413"
15150,"4838.8815"
24381,"4387.4274"
23396,"5405.2291"
12461,"5558.5253"
12994,"7575.2608"
29709,"44065.4622"
17218,"7632.8566"
17635,"4589.4297"
18723,"5833.5824"
15702,"7643.8845"
11908,"8927.3504"
24604,"4068.3891"
12050,"6656.2217"
16414,"5435.8266"
13177,"4970.8785"
11615,"5752.3092"
20283,"5872.2463"
29145,"3953.9884"
11075,"8915.1733"
20245,"6724.5770"
29274,"4949.9802"
28775,"3953.9884"
13006,"7472.1739"
29725,"173266.5894"
14772,"4839.9443"
30033,"5063.2899"
12200,"6558.7828"
19628,"6669.3381"
30067,"442054.0945"
11605,"4800.2176"
27540,"4977.4279"
13975,"5678.2837"
17917,"5230.7938"
14147,"4859.5138"
29623,"12019.4344"
12742,"5688.8822"
23306,"5335.0616"
28804,"3953.9884"
22032,"4290.2206"
11535,"6540.7271"
13075,"7562.5534"
29759,"36756.0713"
13247,"5026.1174"
11336,"4907.7245"
29736,"363872.0389"
11576,"4957.4827"
29110,"3953.9884"
12128,"9592.6248"
12699,"7511.9318"
29895,"358195.7710"
24332,"5321.7795"
29971,"9549.7189"
18255,"6704.2561"
